,Value,Years,Crime,State
1316,173,2009,KIDNAPPING & ABDUCTION,Kerala
1317,184,2010,KIDNAPPING & ABDUCTION,Kerala
1318,221,2011,KIDNAPPING & ABDUCTION,Kerala
1319,214,2012,KIDNAPPING & ABDUCTION,Kerala
1320,27,2001,DOWRY DEATH,Kerala
1321,17,2002,DOWRY DEATH,Kerala
1322,33,2003,DOWRY DEATH,Kerala
1323,31,2004,DOWRY DEATH,Kerala
1324,21,2005,DOWRY DEATH,Kerala
1325,25,2006,DOWRY DEATH,Kerala
1326,27,2007,DOWRY DEATH,Kerala
1327,31,2008,DOWRY DEATH,Kerala
1328,20,2009,DOWRY DEATH,Kerala
1329,22,2010,DOWRY DEATH,Kerala
1330,15,2011,DOWRY DEATH,Kerala
1331,32,2012,DOWRY DEATH,Kerala
1332,1942,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1333,2123,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1334,1947,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1335,2260,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1336,2339,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1337,2543,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1338,2624,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1339,2745,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1340,2540,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1341,2936,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1342,3756,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1343,3735,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Kerala
1344,81,2001,INSULT TO THE MODESTY OF WOMEN,Kerala
1345,102,2002,INSULT TO THE MODESTY OF WOMEN,Kerala
1346,68,2003,INSULT TO THE MODESTY OF WOMEN,Kerala
1347,133,2004,INSULT TO THE MODESTY OF WOMEN,Kerala
1348,175,2005,INSULT TO THE MODESTY OF WOMEN,Kerala
1349,222,2006,INSULT TO THE MODESTY OF WOMEN,Kerala
1350,262,2007,INSULT TO THE MODESTY OF WOMEN,Kerala
1351,258,2008,INSULT TO THE MODESTY OF WOMEN,Kerala
1352,395,2009,INSULT TO THE MODESTY OF WOMEN,Kerala
1353,537,2010,INSULT TO THE MODESTY OF WOMEN,Kerala
1354,573,2011,INSULT TO THE MODESTY OF WOMEN,Kerala
1355,498,2012,INSULT TO THE MODESTY OF WOMEN,Kerala
1356,2561,2001,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1357,2836,2002,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1358,2930,2003,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1359,3222,2004,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1360,3283,2005,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1361,3708,2006,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1362,3999,2007,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1363,4138,2008,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1364,4007,2009,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1365,4797,2010,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1366,5377,2011,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1367,5216,2012,CRUELTY BY HUSBAND OR RELATIVES,Kerala
1368,132,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1369,132,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1370,159,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1371,168,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1372,225,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1373,189,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1374,201,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1375,187,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1376,314,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1377,309,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1378,197,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1379,210,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Kerala
1380,42,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1381,26,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1382,16,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1383,45,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1384,108,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1385,59,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1386,26,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1387,19,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1388,24,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1389,37,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1390,12,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1391,3,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Kerala
1392,5450,2001,TOTAL CRIMES AGAINST WOMEN,Kerala
1393,5829,2002,TOTAL CRIMES AGAINST WOMEN,Kerala
1394,5653,2003,TOTAL CRIMES AGAINST WOMEN,Kerala
1395,6483,2004,TOTAL CRIMES AGAINST WOMEN,Kerala
1396,6762,2005,TOTAL CRIMES AGAINST WOMEN,Kerala
1397,7554,2006,TOTAL CRIMES AGAINST WOMEN,Kerala
1398,7837,2007,TOTAL CRIMES AGAINST WOMEN,Kerala
1399,8117,2008,TOTAL CRIMES AGAINST WOMEN,Kerala
1400,8049,2009,TOTAL CRIMES AGAINST WOMEN,Kerala
1401,9463,2010,TOTAL CRIMES AGAINST WOMEN,Kerala
1402,11288,2011,TOTAL CRIMES AGAINST WOMEN,Kerala
1403,10930,2012,TOTAL CRIMES AGAINST WOMEN,Kerala
1404,2851,2001,RAPE,Madhya Pradesh
1405,2891,2002,RAPE,Madhya Pradesh
1406,2738,2003,RAPE,Madhya Pradesh
1407,2875,2004,RAPE,Madhya Pradesh
1408,2921,2005,RAPE,Madhya Pradesh
1409,2900,2006,RAPE,Madhya Pradesh
1410,3010,2007,RAPE,Madhya Pradesh
1411,2937,2008,RAPE,Madhya Pradesh
1412,2998,2009,RAPE,Madhya Pradesh
1413,3135,2010,RAPE,Madhya Pradesh
1414,3406,2011,RAPE,Madhya Pradesh
1415,3425,2012,RAPE,Madhya Pradesh
1416,668,2001,KIDNAPPING & ABDUCTION,Madhya Pradesh
1417,639,2002,KIDNAPPING & ABDUCTION,Madhya Pradesh
1418,608,2003,KIDNAPPING & ABDUCTION,Madhya Pradesh
1419,584,2004,KIDNAPPING & ABDUCTION,Madhya Pradesh
1420,604,2005,KIDNAPPING & ABDUCTION,Madhya Pradesh
1421,617,2006,KIDNAPPING & ABDUCTION,Madhya Pradesh
1422,701,2007,KIDNAPPING & ABDUCTION,Madhya Pradesh
1423,736,2008,KIDNAPPING & ABDUCTION,Madhya Pradesh
1424,841,2009,KIDNAPPING & ABDUCTION,Madhya Pradesh
1425,1030,2010,KIDNAPPING & ABDUCTION,Madhya Pradesh
1426,1088,2011,KIDNAPPING & ABDUCTION,Madhya Pradesh
1427,1127,2012,KIDNAPPING & ABDUCTION,Madhya Pradesh
1428,609,2001,DOWRY DEATH,Madhya Pradesh
1429,674,2002,DOWRY DEATH,Madhya Pradesh
1430,648,2003,DOWRY DEATH,Madhya Pradesh
1431,751,2004,DOWRY DEATH,Madhya Pradesh
1432,739,2005,DOWRY DEATH,Madhya Pradesh
1433,764,2006,DOWRY DEATH,Madhya Pradesh
1434,742,2007,DOWRY DEATH,Madhya Pradesh
1435,805,2008,DOWRY DEATH,Madhya Pradesh
1436,858,2009,DOWRY DEATH,Madhya Pradesh
1437,892,2010,DOWRY DEATH,Madhya Pradesh
1438,811,2011,DOWRY DEATH,Madhya Pradesh
1439,743,2012,DOWRY DEATH,Madhya Pradesh
1440,7063,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1441,7118,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1442,6848,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1443,6690,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1444,6426,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1445,6243,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1446,6772,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1447,6445,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1448,6307,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1449,6646,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1450,6665,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1451,6655,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Madhya Pradesh
1452,751,2001,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1453,783,2002,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1454,705,2003,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1455,804,2004,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1456,792,2005,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1457,762,2006,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1458,780,2007,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1459,758,2008,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1460,728,2009,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1461,918,2010,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1462,762,2011,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1463,774,2012,INSULT TO THE MODESTY OF WOMEN,Madhya Pradesh
1464,2562,2001,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1465,3117,2002,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1466,2938,2003,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1467,3436,2004,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1468,2989,2005,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1469,2989,2006,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1470,3294,2007,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1471,3185,2008,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1472,3983,2009,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1473,3756,2010,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1474,3732,2011,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1475,3988,2012,CRUELTY BY HUSBAND OR RELATIVES,Madhya Pradesh
1476,15,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1477,14,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1478,33,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1479,23,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1480,19,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1481,12,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1482,19,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1483,10,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1484,19,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1485,19,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1486,24,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1487,13,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Madhya Pradesh
1488,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1489,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1490,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1491,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1492,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1493,2,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1494,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1495,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1496,1,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1497,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1498,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1499,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Madhya Pradesh
1500,14549,2001,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1501,15260,2002,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1502,14547,2003,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1503,15203,2004,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1504,14529,2005,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1505,14321,2006,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1506,15370,2007,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1507,14908,2008,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1508,15827,2009,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1509,16468,2010,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1510,16599,2011,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1511,16832,2012,TOTAL CRIMES AGAINST WOMEN,Madhya Pradesh
1512,1302,2001,RAPE,Maharashtra
1513,1352,2002,RAPE,Maharashtra
1514,1268,2003,RAPE,Maharashtra
1515,1388,2004,RAPE,Maharashtra
1516,1545,2005,RAPE,Maharashtra
1517,1500,2006,RAPE,Maharashtra
1518,1451,2007,RAPE,Maharashtra
1519,1558,2008,RAPE,Maharashtra
1520,1483,2009,RAPE,Maharashtra
1521,1599,2010,RAPE,Maharashtra
1522,1701,2011,RAPE,Maharashtra
1523,1839,2012,RAPE,Maharashtra
1524,611,2001,KIDNAPPING & ABDUCTION,Maharashtra
1525,650,2002,KIDNAPPING & ABDUCTION,Maharashtra
1526,626,2003,KIDNAPPING & ABDUCTION,Maharashtra
1527,787,2004,KIDNAPPING & ABDUCTION,Maharashtra
1528,851,2005,KIDNAPPING & ABDUCTION,Maharashtra
1529,921,2006,KIDNAPPING & ABDUCTION,Maharashtra
1530,967,2007,KIDNAPPING & ABDUCTION,Maharashtra
1531,998,2008,KIDNAPPING & ABDUCTION,Maharashtra
1532,926,2009,KIDNAPPING & ABDUCTION,Maharashtra
1533,1124,2010,KIDNAPPING & ABDUCTION,Maharashtra
1534,1252,2011,KIDNAPPING & ABDUCTION,Maharashtra
1535,1140,2012,KIDNAPPING & ABDUCTION,Maharashtra
1536,308,2001,DOWRY DEATH,Maharashtra
1537,303,2002,DOWRY DEATH,Maharashtra
1538,368,2003,DOWRY DEATH,Maharashtra
1539,314,2004,DOWRY DEATH,Maharashtra
1540,341,2005,DOWRY DEATH,Maharashtra
1541,387,2006,DOWRY DEATH,Maharashtra
1542,436,2007,DOWRY DEATH,Maharashtra
1543,390,2008,DOWRY DEATH,Maharashtra
1544,341,2009,DOWRY DEATH,Maharashtra
1545,393,2010,DOWRY DEATH,Maharashtra
1546,339,2011,DOWRY DEATH,Maharashtra
1547,329,2012,DOWRY DEATH,Maharashtra
1548,2823,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1549,2686,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1550,2661,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1551,2831,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1552,3228,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1553,3479,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1554,3306,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1555,3619,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1556,3196,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1557,3661,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1558,3794,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1559,3935,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Maharashtra
1560,1120,2001,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1561,769,2002,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1562,682,2003,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1563,862,2004,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1564,919,2005,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1565,984,2006,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1566,1039,2007,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1567,1091,2008,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1568,1099,2009,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1569,1180,2010,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1570,1071,2011,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1571,1294,2012,INSULT TO THE MODESTY OF WOMEN,Maharashtra
1572,6090,2001,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1573,5353,2002,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1574,5452,2003,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1575,5646,2004,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1576,6233,2005,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1577,6738,2006,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1578,7356,2007,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1579,7829,2008,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1580,7681,2009,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1581,7434,2010,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1582,7136,2011,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1583,7415,2012,CRUELTY BY HUSBAND OR RELATIVES,Maharashtra
1584,233,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1585,182,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1586,179,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1587,309,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1588,222,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1589,378,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1590,322,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1591,327,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1592,271,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1593,306,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1594,390,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1595,366,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Maharashtra
1596,9,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1597,4,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1598,8,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1599,11,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1600,8,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1601,9,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1602,2,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1603,1,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1604,1,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1605,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1606,1,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1607,2,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Maharashtra
1608,12524,2001,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1609,11322,2002,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1610,11273,2003,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1611,12169,2004,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1612,13370,2005,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1613,14452,2006,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1614,14924,2007,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1615,15862,2008,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1616,15048,2009,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1617,15737,2010,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1618,15728,2011,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1619,16353,2012,TOTAL CRIMES AGAINST WOMEN,Maharashtra
1620,20,2001,RAPE,Manipur
1621,14,2002,RAPE,Manipur
1622,18,2003,RAPE,Manipur
1623,31,2004,RAPE,Manipur
1624,25,2005,RAPE,Manipur
1625,40,2006,RAPE,Manipur
1626,20,2007,RAPE,Manipur
1627,38,2008,RAPE,Manipur
1628,31,2009,RAPE,Manipur
1629,34,2010,RAPE,Manipur
1630,53,2011,RAPE,Manipur
1631,63,2012,RAPE,Manipur
1632,62,2001,KIDNAPPING & ABDUCTION,Manipur
1633,82,2002,KIDNAPPING & ABDUCTION,Manipur
1634,71,2003,KIDNAPPING & ABDUCTION,Manipur
1635,71,2004,KIDNAPPING & ABDUCTION,Manipur
1636,69,2005,KIDNAPPING & ABDUCTION,Manipur
1637,79,2006,KIDNAPPING & ABDUCTION,Manipur
1638,83,2007,KIDNAPPING & ABDUCTION,Manipur
1639,87,2008,KIDNAPPING & ABDUCTION,Manipur
1640,97,2009,KIDNAPPING & ABDUCTION,Manipur
1641,107,2010,KIDNAPPING & ABDUCTION,Manipur
1642,116,2011,KIDNAPPING & ABDUCTION,Manipur
1643,133,2012,KIDNAPPING & ABDUCTION,Manipur
1644,0,2001,DOWRY DEATH,Manipur
1645,0,2002,DOWRY DEATH,Manipur
1646,0,2003,DOWRY DEATH,Manipur
1647,0,2004,DOWRY DEATH,Manipur
1648,0,2005,DOWRY DEATH,Manipur
1649,0,2006,DOWRY DEATH,Manipur
1650,0,2007,DOWRY DEATH,Manipur
1651,1,2008,DOWRY DEATH,Manipur
1652,0,2009,DOWRY DEATH,Manipur
1653,0,2010,DOWRY DEATH,Manipur
1654,1,2011,DOWRY DEATH,Manipur
1655,0,2012,DOWRY DEATH,Manipur
1656,21,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1657,58,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1658,44,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1659,30,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1660,25,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1661,42,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1662,70,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1663,57,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1664,39,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1665,31,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1666,38,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1667,49,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Manipur
1668,0,2001,INSULT TO THE MODESTY OF WOMEN,Manipur
1669,0,2002,INSULT TO THE MODESTY OF WOMEN,Manipur
1670,0,2003,INSULT TO THE MODESTY OF WOMEN,Manipur
1671,0,2004,INSULT TO THE MODESTY OF WOMEN,Manipur
1672,0,2005,INSULT TO THE MODESTY OF WOMEN,Manipur
1673,0,2006,INSULT TO THE MODESTY OF WOMEN,Manipur
1674,0,2007,INSULT TO THE MODESTY OF WOMEN,Manipur
1675,0,2008,INSULT TO THE MODESTY OF WOMEN,Manipur
1676,2,2009,INSULT TO THE MODESTY OF WOMEN,Manipur
1677,0,2010,INSULT TO THE MODESTY OF WOMEN,Manipur
1678,0,2011,INSULT TO THE MODESTY OF WOMEN,Manipur
1679,1,2012,INSULT TO THE MODESTY OF WOMEN,Manipur
1680,5,2001,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1681,10,2002,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1682,4,2003,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1683,2,2004,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1684,20,2005,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1685,10,2006,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1686,15,2007,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1687,28,2008,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1688,25,2009,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1689,18,2010,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1690,39,2011,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1691,43,2012,CRUELTY BY HUSBAND OR RELATIVES,Manipur
1692,4,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Manipur
1693,6,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Manipur
1694,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Manipur
1695,0,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Manipur
